Seq_ID	Species
CCT10101_22	Cyclospora cayetanensis
CFL10141_22	Cyclospora cayetanensis
CFL11031_22	Cyclospora cayetanensis
CGA10091_22	Cyclospora cayetanensis
CMN10041_22	Cyclospora cayetanensis
CMN10051_22	Cyclospora cayetanensis
CMN10221_22	Cyclospora cayetanensis
ION10201_22	Cyclospora cayetanensis
IQC10351_22	Cyclospora cayetanensis
SNY10241_22	Cyclospora cayetanensis
SNY10371_19	Cyclospora cayetanensis
SNY10531_19	Cyclospora cayetanensis
SNY10541_19	Cyclospora cayetanensis
SNY10571_22	Cyclospora cayetanensis
SNY10831_19	Cyclospora cayetanensis
SNY10841_19	Cyclospora cayetanensis
SNY10941_19	Cyclospora cayetanensis
SNY11131_22	Cyclospora cayetanensis
SNY11451_22	Cyclospora cayetanensis
SNY11801_22	Cyclospora cayetanensis
SNY11911_19	Cyclospora cayetanensis
STN10041_21	Cyclospora cayetanensis
STN10151_21	Cyclospora cayetanensis
STX10061_22	Cyclospora cayetanensis
STX11001_22	Cyclospora cayetanensis
STX11721_19	Cyclospora cayetanensis
SWI10281_22	Cyclospora cayetanensis
CGA10071_20	Cyclospora cayetanensis
CGA10141_20	Cyclospora cayetanensis
CTN10031_20	Cyclospora cayetanensis
CTN10051_20	Cyclospora cayetanensis
CTN10061_20	Cyclospora cayetanensis
CTN10071_20	Cyclospora cayetanensis
CTN10101_20	Cyclospora cayetanensis
CTN10111_20	Cyclospora cayetanensis
CVA10031_20	Cyclospora cayetanensis
CAZ10131_22	Cyclospora cayetanensis
CFL10081_20	Cyclospora cayetanensis
CGA10101_20	Cyclospora cayetanensis
CGA10151_20	Cyclospora cayetanensis
CGA10171_20	Cyclospora cayetanensis
CGA10281_20	Cyclospora cayetanensis
CGA10311_20	Cyclospora cayetanensis
CGA10351_20	Cyclospora cayetanensis
CMN10171_22	Cyclospora cayetanensis
CTN10041_20	Cyclospora cayetanensis
CTN10121_20	Cyclospora cayetanensis
STN10021_21	Cyclospora cayetanensis
SWI10431_22	Cyclospora cayetanensis
C_IA042_18	Cyclospora cayetanensis
C_WI112_18	Cyclospora cayetanensis
CCA10051_22	Cyclospora cayetanensis
CFL10231_22	Cyclospora cayetanensis
CFL10441_20	Cyclospora cayetanensis
CIL10101_22	Cyclospora cayetanensis
CIL10301_22	Cyclospora cayetanensis
CMI10181_22	Cyclospora cayetanensis
CMN10151_22	Cyclospora cayetanensis
COH07221_14	Cyclospora cayetanensis
CUK10111_18	Cyclospora cayetanensis
HCWI043_18	Cyclospora cayetanensis
HCWI044_18	Cyclospora cayetanensis
HCWI045_18	Cyclospora cayetanensis
HCWI046_18	Cyclospora cayetanensis
HCWI047_18	Cyclospora cayetanensis
HCWI048_18	Cyclospora cayetanensis
HCWI049_18	Cyclospora cayetanensis
HCWI050_18	Cyclospora cayetanensis
HCWI051_18	Cyclospora cayetanensis
HCWI052_18	Cyclospora cayetanensis
HCWI053_18	Cyclospora cayetanensis
HCWI054_18	Cyclospora cayetanensis
HCWI055_18	Cyclospora cayetanensis
HCWI056_18	Cyclospora cayetanensis
HCWI057_18	Cyclospora cayetanensis
HCWI058_18	Cyclospora cayetanensis
HCWI059_18	Cyclospora cayetanensis
HCWI060_18	Cyclospora cayetanensis
HCWI062_18	Cyclospora cayetanensis
HCWI063_18	Cyclospora cayetanensis
HCWI065_18	Cyclospora cayetanensis
HCWI067_18	Cyclospora cayetanensis
HCWI068_18	Cyclospora cayetanensis
HCWI069_18	Cyclospora cayetanensis
HCWI070_18	Cyclospora cayetanensis
HCWI074_18	Cyclospora cayetanensis
HCWI075_18	Cyclospora cayetanensis
HCWI076_18	Cyclospora cayetanensis
HCWI078_18	Cyclospora cayetanensis
HCWI079_18	Cyclospora cayetanensis
HCWI080_18	Cyclospora cayetanensis
HCWI081_18	Cyclospora cayetanensis
HCWI082_18	Cyclospora cayetanensis
HCWI084_18	Cyclospora cayetanensis
HCWI085_18	Cyclospora cayetanensis
HCWI087_18	Cyclospora cayetanensis
HCWI090_18	Cyclospora cayetanensis
S_MN001_18	Cyclospora cayetanensis
S_TX060_18	Cyclospora cayetanensis
S_TX091_18	Cyclospora cayetanensis
SNY10111_22	Cyclospora cayetanensis
SNY10291_19	Cyclospora cayetanensis
SNY10521_20	Cyclospora cayetanensis
SNY10531_20	Cyclospora cayetanensis
SNY10541_20	Cyclospora cayetanensis
SNY10581_22	Cyclospora cayetanensis
SNY11451_19	Cyclospora cayetanensis
STX10411_19	Cyclospora cayetanensis
STX10441_19	Cyclospora cayetanensis
STX10601_19	Cyclospora cayetanensis
STX11181_20	Cyclospora cayetanensis
STX11401_19	Cyclospora cayetanensis
STX11601_19	Cyclospora cayetanensis
STX12311_19	Cyclospora cayetanensis
STX12511_19	Cyclospora cayetanensis
SWI10261_22	Cyclospora cayetanensis
C_IA018_18	Cyclospora cayetanensis
C_IA059_18	Cyclospora cayetanensis
C_WI011_18	Cyclospora cayetanensis
C_WI020_18	Cyclospora cayetanensis
C_WI026_18	Cyclospora cayetanensis
C_WI031_18	Cyclospora cayetanensis
C_WI033_18	Cyclospora cayetanensis
C_WI038_18	Cyclospora cayetanensis
C_WI039_18	Cyclospora cayetanensis
C_WI040_18	Cyclospora cayetanensis
C_WI092_18	Cyclospora cayetanensis
C_WI093_18	Cyclospora cayetanensis
C_WI094_18	Cyclospora cayetanensis
C_WI095_18	Cyclospora cayetanensis
C_WI096_18	Cyclospora cayetanensis
C_WI097_18	Cyclospora cayetanensis
C_WI098_18	Cyclospora cayetanensis
C_WI099_18	Cyclospora cayetanensis
C_WI100_18	Cyclospora cayetanensis
C_WI101_18	Cyclospora cayetanensis
C_WI102_18	Cyclospora cayetanensis
C_WI103_18	Cyclospora cayetanensis
C_WI107_18	Cyclospora cayetanensis
C_WI109_18	Cyclospora cayetanensis
C_WI114_18	Cyclospora cayetanensis
C_WI118_18	Cyclospora cayetanensis
C_WI121_18	Cyclospora cayetanensis
C_WI122_18	Cyclospora cayetanensis
C_WI125_18	Cyclospora cayetanensis
C_WI128_18	Cyclospora cayetanensis
C_WI129_18	Cyclospora cayetanensis
C_WI131_18	Cyclospora cayetanensis
C_WI133_18	Cyclospora cayetanensis
C_WI135_18	Cyclospora cayetanensis
C_WI138_18	Cyclospora cayetanensis
C_WI150_18	Cyclospora cayetanensis
C_WI159_18	Cyclospora cayetanensis
C_WI172_18	Cyclospora cayetanensis
C_WI173_18	Cyclospora cayetanensis
C_WI177_18	Cyclospora cayetanensis
C_WI178_18	Cyclospora cayetanensis
S_MN002_18	Cyclospora cayetanensis
S_MN003_18	Cyclospora cayetanensis
S_MN015_18	Cyclospora cayetanensis
S_MN024_18	Cyclospora cayetanensis
S_MN026_18	Cyclospora cayetanensis
CFL11981_22	Cyclospora cayetanensis
CFL10201_22	Cyclospora cayetanensis
CFL10581_22	Cyclospora cayetanensis
CGA10231_22	Cyclospora cayetanensis
CGA10421_22	Cyclospora cayetanensis
CGA10431_22	Cyclospora cayetanensis
CGA10441_22	Cyclospora cayetanensis
CGA10451_22	Cyclospora cayetanensis
CGA10461_22	Cyclospora cayetanensis
CGA10481_22	Cyclospora cayetanensis
CGA10571_22	Cyclospora cayetanensis
CGA10581_22	Cyclospora cayetanensis
CGA10591_22	Cyclospora cayetanensis
CGA10601_22	Cyclospora cayetanensis
CGA10611_22	Cyclospora cayetanensis
CGA10621_22	Cyclospora cayetanensis
CGA10631_22	Cyclospora cayetanensis
CGA10641_22	Cyclospora cayetanensis
CGA10821_22	Cyclospora cayetanensis
CGA10851_22	Cyclospora cayetanensis
CGA10891_22	Cyclospora cayetanensis
CGA10911_22	Cyclospora cayetanensis
CGA10981_22	Cyclospora cayetanensis
CGA11011_22	Cyclospora cayetanensis
SNY10731_19	Cyclospora cayetanensis
SNY10761_19	Cyclospora cayetanensis
SNY11171_19	Cyclospora cayetanensis
SNY11271_19	Cyclospora cayetanensis
SNY11461_19	Cyclospora cayetanensis
SNY11531_19	Cyclospora cayetanensis
SNY11541_19	Cyclospora cayetanensis
SNY11571_19	Cyclospora cayetanensis
SNY11631_19	Cyclospora cayetanensis
SNY11901_19	Cyclospora cayetanensis
SNY12241_19	Cyclospora cayetanensis
SNY12761_19	Cyclospora cayetanensis
CCA10061_22	Cyclospora cayetanensis
CCT10091_22	Cyclospora cayetanensis
CFL10111_22	Cyclospora cayetanensis
CFL10121_22	Cyclospora cayetanensis
CFL10361_22	Cyclospora cayetanensis
CFL10391_22	Cyclospora cayetanensis
CFL10471_22	Cyclospora cayetanensis
CFL10551_22	Cyclospora cayetanensis
CFL10601_22	Cyclospora cayetanensis
CFL10681_22	Cyclospora cayetanensis
CFL10691_22	Cyclospora cayetanensis
CFL10811_22	Cyclospora cayetanensis
CFL10831_22	Cyclospora cayetanensis
CFL10861_22	Cyclospora cayetanensis
CFL10951_22	Cyclospora cayetanensis
CFL11751_22	Cyclospora cayetanensis
CFL11791_22	Cyclospora cayetanensis
CFL11901_22	Cyclospora cayetanensis
CFL11921_22	Cyclospora cayetanensis
CFL12191_22	Cyclospora cayetanensis
CFL12231_22	Cyclospora cayetanensis
CGA10171_22	Cyclospora cayetanensis
CGA10261_22	Cyclospora cayetanensis
CGA10311_22	Cyclospora cayetanensis
CGA10321_22	Cyclospora cayetanensis
CGA10351_22	Cyclospora cayetanensis
CGA10401_22	Cyclospora cayetanensis
CGA10471_22	Cyclospora cayetanensis
CGA10531_22	Cyclospora cayetanensis
CGA10651_22	Cyclospora cayetanensis
CGA10691_22	Cyclospora cayetanensis
CGA10701_22	Cyclospora cayetanensis
CGA10711_22	Cyclospora cayetanensis
CGA10731_22	Cyclospora cayetanensis
CGA10801_22	Cyclospora cayetanensis
CGA10871_22	Cyclospora cayetanensis
CGA10881_22	Cyclospora cayetanensis
CGA11091_22	Cyclospora cayetanensis
CGA11281_22	Cyclospora cayetanensis
CIL11091_20	Cyclospora cayetanensis
CIN10082_21	Cyclospora cayetanensis
CMI10161_22	Cyclospora cayetanensis
CMN10161_22	Cyclospora cayetanensis
CMN10211_22	Cyclospora cayetanensis
CMN11261_20	Cyclospora cayetanensis
CSC10121_22	Cyclospora cayetanensis
CTN10081_20	Cyclospora cayetanensis
CTN10161_21	Cyclospora cayetanensis
IBC10031_22	Cyclospora cayetanensis
INL10031_22	Cyclospora cayetanensis
INL10051_22	Cyclospora cayetanensis
ION10041_21	Cyclospora cayetanensis
ION10061_21	Cyclospora cayetanensis
IQC10051_22	Cyclospora cayetanensis
IQC10072_22	Cyclospora cayetanensis
IQC10382_22	Cyclospora cayetanensis
S_NY013_18	Cyclospora cayetanensis
SNY10041_22	Cyclospora cayetanensis
SNY10551_20	Cyclospora cayetanensis
SNY10611_22	Cyclospora cayetanensis
SNY10621_22	Cyclospora cayetanensis
SNY10661_22	Cyclospora cayetanensis
SNY10961_22	Cyclospora cayetanensis
SNY11301_22	Cyclospora cayetanensis
SNY11681_22	Cyclospora cayetanensis
SNY11741_22	Cyclospora cayetanensis
SNY11861_22	Cyclospora cayetanensis
SNY11891_19	Cyclospora cayetanensis
SNY11891_22	Cyclospora cayetanensis
SNY11991_19	Cyclospora cayetanensis
SNY12161_22	Cyclospora cayetanensis
SNY12711_19	Cyclospora cayetanensis
SNY13391_19	Cyclospora cayetanensis
SNY13441_19	Cyclospora cayetanensis
SNY13691_19	Cyclospora cayetanensis
STN10091_21	Cyclospora cayetanensis
STX10681_19	Cyclospora cayetanensis
STX10831_22	Cyclospora cayetanensis
STX10891_22	Cyclospora cayetanensis
STX11491_19	Cyclospora cayetanensis
STX10371_22	Cyclospora cayetanensis
STX10521_22	Cyclospora cayetanensis
STX10791_22	Cyclospora cayetanensis
STX10321_22	Cyclospora cayetanensis
STX10311_22	Cyclospora cayetanensis
STX10381_22	Cyclospora cayetanensis
STX10471_22	Cyclospora cayetanensis
STX10722_22	Cyclospora cayetanensis
CNE10521_20	Cyclospora cayetanensis
C_MX001_17	Cyclospora cayetanensis
CCA10071_22	Cyclospora cayetanensis
CFL10011_22	Cyclospora cayetanensis
CFL10021_22	Cyclospora cayetanensis
CGA10081_22	Cyclospora cayetanensis
CGA10141_22	Cyclospora cayetanensis
CIL10121_22	Cyclospora cayetanensis
CMI10051_22	Cyclospora cayetanensis
CMI10111_22	Cyclospora cayetanensis
CTX05031_16	Cyclospora cayetanensis
ION10171_20	Cyclospora cayetanensis
S_TX006_18	Cyclospora cayetanensis
SNY10691_22	Cyclospora cayetanensis
SNY11051_22	Cyclospora cayetanensis
SNY11101_22	Cyclospora cayetanensis
SNY11151_22	Cyclospora cayetanensis
SNY11881_22	Cyclospora cayetanensis
STN10111_22	Cyclospora cayetanensis
STX10341_22	Cyclospora cayetanensis
STX10361_22	Cyclospora cayetanensis
STX10511_22	Cyclospora cayetanensis
STX10561_22	Cyclospora cayetanensis
STX10622_22	Cyclospora cayetanensis
STX10652_22	Cyclospora cayetanensis
STX10681_22	Cyclospora cayetanensis
STX10682_22	Cyclospora cayetanensis
STX10691_22	Cyclospora cayetanensis
STX10692_22	Cyclospora cayetanensis
STX10741_22	Cyclospora cayetanensis
STX10742_22	Cyclospora cayetanensis
STX10772_22	Cyclospora cayetanensis
STX10792_22	Cyclospora cayetanensis
STX10841_22	Cyclospora cayetanensis
STX11022_22	Cyclospora cayetanensis
STX12531_19	Cyclospora cayetanensis
SWI10051_22	Cyclospora cayetanensis
SWI10061_22	Cyclospora cayetanensis
SWI10071_22	Cyclospora cayetanensis
SWI10081_22	Cyclospora cayetanensis
SWI10171_22	Cyclospora cayetanensis
CCA10121_22	Cyclospora cayetanensis
CCT10141_21	Cyclospora cayetanensis
CIN10042_21	Cyclospora cayetanensis
CWI10091_21	Cyclospora cayetanensis
ION10041_22	Cyclospora cayetanensis
ION10051_22	Cyclospora cayetanensis
ION10091_22	Cyclospora cayetanensis
IQC10011_22	Cyclospora cayetanensis
IQC10012_22	Cyclospora cayetanensis
IQC10013_22	Cyclospora cayetanensis
IQC10014_22	Cyclospora cayetanensis
IQC10015_22	Cyclospora cayetanensis
IQC10042_22	Cyclospora cayetanensis
IQC10062_22	Cyclospora cayetanensis
SNY10621_21	Cyclospora cayetanensis
SNY10631_22	Cyclospora cayetanensis
SNY11091_22	Cyclospora cayetanensis
STN10101_21	Cyclospora cayetanensis
STN10211_21	Cyclospora cayetanensis
CFL11331_22	Cyclospora cayetanensis
CFL11651_22	Cyclospora cayetanensis
CMA10021_19	Cyclospora cayetanensis
CMA10081_19	Cyclospora cayetanensis
CMA10101_19	Cyclospora cayetanensis
CMA10121_19	Cyclospora cayetanensis
CMA10141_19	Cyclospora cayetanensis
CMA10151_19	Cyclospora cayetanensis
CMA10161_19	Cyclospora cayetanensis
CMA10171_19	Cyclospora cayetanensis
CMA10181_19	Cyclospora cayetanensis
CMA10301_19	Cyclospora cayetanensis
CMA10591_19	Cyclospora cayetanensis
CMA10661_19	Cyclospora cayetanensis
CCT10061_22	Cyclospora cayetanensis
CFL10461_20	Cyclospora cayetanensis
CFL11621_22	Cyclospora cayetanensis
CFL12031_22	Cyclospora cayetanensis
CGA11131_22	Cyclospora cayetanensis
CIL10271_22	Cyclospora cayetanensis
CNH10021_19	Cyclospora cayetanensis
ION10171_22	Cyclospora cayetanensis
S_NY034_18	Cyclospora cayetanensis
S_NY048_18	Cyclospora cayetanensis
SNY10251_22	Cyclospora cayetanensis
SNY10641_22	Cyclospora cayetanensis
SNY11061_22	Cyclospora cayetanensis
SNY11081_22	Cyclospora cayetanensis
SNY11091_19	Cyclospora cayetanensis
SNY11161_22	Cyclospora cayetanensis
SNY11181_22	Cyclospora cayetanensis
SNY11191_22	Cyclospora cayetanensis
SNY11311_22	Cyclospora cayetanensis
SNY11381_22	Cyclospora cayetanensis
SNY11441_22	Cyclospora cayetanensis
SNY11591_22	Cyclospora cayetanensis
SNY11731_22	Cyclospora cayetanensis
SNY11781_22	Cyclospora cayetanensis
SNY11831_22	Cyclospora cayetanensis
SNY12051_22	Cyclospora cayetanensis
SNY12251_22	Cyclospora cayetanensis
STX10081_22	Cyclospora cayetanensis
STX10121_22	Cyclospora cayetanensis
STX10891_19	Cyclospora cayetanensis
STX11481_19	Cyclospora cayetanensis
STX11751_19	Cyclospora cayetanensis
STX12231_19	Cyclospora cayetanensis
SWI10021_22	Cyclospora cayetanensis
CMI10381_22	Cyclospora cayetanensis
SNY13351_19	Cyclospora cayetanensis
SNY13741_19	Cyclospora cayetanensis
CCT10111_22	Cyclospora cayetanensis
CFL10131_22	Cyclospora cayetanensis
CMN10021_22	Cyclospora cayetanensis
SNY10391_19	Cyclospora cayetanensis
SNY12091_22	Cyclospora cayetanensis
SNY12181_22	Cyclospora cayetanensis
STN10091_22	Cyclospora cayetanensis
STN10201_21	Cyclospora cayetanensis
STX10491_22	Cyclospora cayetanensis
STX11011_22	Cyclospora cayetanensis
CFL12111_22	Cyclospora cayetanensis
CFL10031_22	Cyclospora cayetanensis
CFL11511_22	Cyclospora cayetanensis
CGA10161_22	Cyclospora cayetanensis
CGA11031_22	Cyclospora cayetanensis
CIA10011_22	Cyclospora cayetanensis
CIA10071_22	Cyclospora cayetanensis
CMI10521_19	Cyclospora cayetanensis
CMO10011_22	Cyclospora cayetanensis
CNE51861_16	Cyclospora cayetanensis
CTX55562_15	Cyclospora cayetanensis
CWI10421_19	Cyclospora cayetanensis
HCJK015_15	Cyclospora cayetanensis
HCJK031_15_s	Cyclospora cayetanensis
ION10012_22	Cyclospora cayetanensis
ION10111_22	Cyclospora cayetanensis
IQC10201_22	Cyclospora cayetanensis
IQC10261_22	Cyclospora cayetanensis
IQC10322_22	Cyclospora cayetanensis
S_NY010_18	Cyclospora cayetanensis
S_NY075_18	Cyclospora cayetanensis
S_NY076_18	Cyclospora cayetanensis
S_TX078_18	Cyclospora cayetanensis
S_TX081_18	Cyclospora cayetanensis
SNY10111_19	Cyclospora cayetanensis
SNY10261_19	Cyclospora cayetanensis
SNY10341_22	Cyclospora cayetanensis
SNY10841_22	Cyclospora cayetanensis
SNY11121_22	Cyclospora cayetanensis
SNY11291_22	Cyclospora cayetanensis
SNY11771_22	Cyclospora cayetanensis
SNY13381_19	Cyclospora cayetanensis
SNY13401_19	Cyclospora cayetanensis
STX10971_20	Cyclospora cayetanensis
C_MA001_14	Cyclospora cayetanensis
CFL10041_22	Cyclospora cayetanensis
CIL10111_22	Cyclospora cayetanensis
CIL10151_22	Cyclospora cayetanensis
CIL10161_22	Cyclospora cayetanensis
CMI10141_22	Cyclospora cayetanensis
IQC10191_22	Cyclospora cayetanensis
IQC10511_22	Cyclospora cayetanensis
S_NY033_18	Cyclospora cayetanensis
SNY10231_22	Cyclospora cayetanensis
SNY10481_22	Cyclospora cayetanensis
SNY10511_22	Cyclospora cayetanensis
SNY10831_22	Cyclospora cayetanensis
SNY10911_22	Cyclospora cayetanensis
SNY10981_22	Cyclospora cayetanensis
SNY11011_22	Cyclospora cayetanensis
SNY11771_21	Cyclospora cayetanensis
SNY11821_21	Cyclospora cayetanensis
SNY11871_21	Cyclospora cayetanensis
SNY12131_22	Cyclospora cayetanensis
STN10271_21	Cyclospora cayetanensis
STX10721_21	Cyclospora cayetanensis
SWI10091_22	Cyclospora cayetanensis
SWI10191_22	Cyclospora cayetanensis
SWI10201_22	Cyclospora cayetanensis
SWI10251_22	Cyclospora cayetanensis
SWI10341_22	Cyclospora cayetanensis
SWI10361_22	Cyclospora cayetanensis
CFL11081_22	Cyclospora cayetanensis
CWI10391_20	Cyclospora cayetanensis
CFL11451_22	Cyclospora cayetanensis
CME35521_14	Cyclospora cayetanensis
CMI10031_22	Cyclospora cayetanensis
CMN10011_22	Cyclospora cayetanensis
CTX55551_15	Cyclospora cayetanensis
CUK10011_16	Cyclospora cayetanensis
CUK10021_18	Cyclospora cayetanensis
ION10022_22	Cyclospora cayetanensis
IQC10421_22	Cyclospora cayetanensis
IQC10481_22	Cyclospora cayetanensis
S_MN027_18	Cyclospora cayetanensis
S_NY037_18	Cyclospora cayetanensis
S_NY065_18	Cyclospora cayetanensis
SNY10031_22	Cyclospora cayetanensis
SNY10081_22	Cyclospora cayetanensis
SNY10391_22	Cyclospora cayetanensis
SNY10461_22	Cyclospora cayetanensis
SNY10521_22	Cyclospora cayetanensis
SNY10561_19	Cyclospora cayetanensis
SNY10571_19	Cyclospora cayetanensis
SNY10821_22	Cyclospora cayetanensis
SNY10971_22	Cyclospora cayetanensis
SNY11501_19	Cyclospora cayetanensis
SNY12141_22	Cyclospora cayetanensis
SNY12241_22	Cyclospora cayetanensis
STN10051_22	Cyclospora cayetanensis
STN10081_22	Cyclospora cayetanensis
STX10181_22	Cyclospora cayetanensis
STX10561_20	Cyclospora cayetanensis
SWI10211_22	Cyclospora cayetanensis
S_MN016_18	Cyclospora cayetanensis
S_MN018_18	Cyclospora cayetanensis
C_SD001_18	Cyclospora cayetanensis
CGA11291_22	Cyclospora cayetanensis
CIL10101_19	Cyclospora cayetanensis
CWI10311_20	Cyclospora cayetanensis
ION10132_22	Cyclospora cayetanensis
ION10141_22	Cyclospora cayetanensis
ION10151_22	Cyclospora cayetanensis
ION10221_22	Cyclospora cayetanensis
IQC10251_22	Cyclospora cayetanensis
IQC10541_22	Cyclospora cayetanensis
IQC10551_22	Cyclospora cayetanensis
SNY10471_22	Cyclospora cayetanensis
SNY10721_22	Cyclospora cayetanensis
SNY11101_19	Cyclospora cayetanensis
SNY11381_19	Cyclospora cayetanensis
SNY11491_22	Cyclospora cayetanensis
SNY11851_19	Cyclospora cayetanensis
SNY13661_19	Cyclospora cayetanensis
STX10251_22	Cyclospora cayetanensis
STX11731_19	Cyclospora cayetanensis
SWI10031_22	Cyclospora cayetanensis
SWI10181_22	Cyclospora cayetanensis
SWI10221_22	Cyclospora cayetanensis
SWI10231_22	Cyclospora cayetanensis
SWI10351_22	Cyclospora cayetanensis
SWI10451_22	Cyclospora cayetanensis
CIL10322_20	Cyclospora cayetanensis
CMN10061_20	Cyclospora cayetanensis
CMN10771_20	Cyclospora cayetanensis
CIA10062_20	Cyclospora cayetanensis
CIA10071_20	Cyclospora cayetanensis
CIA10131_20	Cyclospora cayetanensis
CIA10161_20	Cyclospora cayetanensis
CIA10191_20	Cyclospora cayetanensis
CIA10201_20	Cyclospora cayetanensis
CIA10212_20	Cyclospora cayetanensis
CIA10271_20	Cyclospora cayetanensis
CIA10281_20	Cyclospora cayetanensis
CIA10291_20	Cyclospora cayetanensis
CIA10311_20	Cyclospora cayetanensis
CIA10321_20	Cyclospora cayetanensis
CIA10361_20	Cyclospora cayetanensis
CIA10371_20	Cyclospora cayetanensis
CIA10451_20	Cyclospora cayetanensis
CIA10471_20	Cyclospora cayetanensis
CIA10561_20	Cyclospora cayetanensis
CIA10581_20	Cyclospora cayetanensis
CIA10651_20	Cyclospora cayetanensis
CIA10661_20	Cyclospora cayetanensis
CIA10681_20	Cyclospora cayetanensis
CIA10751_20	Cyclospora cayetanensis
CIA10791_20	Cyclospora cayetanensis
CIA10802_20	Cyclospora cayetanensis
CIA10821_20	Cyclospora cayetanensis
CIA10851_20	Cyclospora cayetanensis
CIA10881_20	Cyclospora cayetanensis
CIA10921_20	Cyclospora cayetanensis
CIL10031_20	Cyclospora cayetanensis
CIL10081_20	Cyclospora cayetanensis
CIL10131_20	Cyclospora cayetanensis
CIL10151_20	Cyclospora cayetanensis
CIL10161_20	Cyclospora cayetanensis
CIL10181_20	Cyclospora cayetanensis
CIL10191_20	Cyclospora cayetanensis
CIL10291_20	Cyclospora cayetanensis
CIL10381_20	Cyclospora cayetanensis
CIL10591_20	Cyclospora cayetanensis
CIL10611_20	Cyclospora cayetanensis
CIL10771_20	Cyclospora cayetanensis
CMN10031_20	Cyclospora cayetanensis
CMN10041_20	Cyclospora cayetanensis
CMN10082_20	Cyclospora cayetanensis
CMN10211_20	Cyclospora cayetanensis
CMN10271_20	Cyclospora cayetanensis
CMN10341_20	Cyclospora cayetanensis
CMN10441_20	Cyclospora cayetanensis
CMN10451_20	Cyclospora cayetanensis
CMN10461_20	Cyclospora cayetanensis
CMN10471_20	Cyclospora cayetanensis
CMN10491_20	Cyclospora cayetanensis
CMN10511_20	Cyclospora cayetanensis
CMN10651_20	Cyclospora cayetanensis
CMN10691_20	Cyclospora cayetanensis
CMN11121_20	Cyclospora cayetanensis
CNE10051_20	Cyclospora cayetanensis
CNE10071_20	Cyclospora cayetanensis
CNE10111_20	Cyclospora cayetanensis
CNE10191_20	Cyclospora cayetanensis
CNE10211_20	Cyclospora cayetanensis
CNE10271_20	Cyclospora cayetanensis
CNE10311_20	Cyclospora cayetanensis
CNE10321_20	Cyclospora cayetanensis
CNE10331_20	Cyclospora cayetanensis
CNE10342_20	Cyclospora cayetanensis
CNE10361_20	Cyclospora cayetanensis
CNE10431_20	Cyclospora cayetanensis
CWI10042_20	Cyclospora cayetanensis
CWI10061_20	Cyclospora cayetanensis
CWI10091_20	Cyclospora cayetanensis
CWI10111_20	Cyclospora cayetanensis
CWI10121_20	Cyclospora cayetanensis
CWI10151_20	Cyclospora cayetanensis
CWI10181_20	Cyclospora cayetanensis
CWI10191_20	Cyclospora cayetanensis
CIL10011_22	Cyclospora cayetanensis
CIL10741_20	Cyclospora cayetanensis
CMI10081_22	Cyclospora cayetanensis
CWI10101_20	Cyclospora cayetanensis
ION10131_20	Cyclospora cayetanensis
ION10161_22	Cyclospora cayetanensis
IQC10101_22	Cyclospora cayetanensis
S_MN004_18	Cyclospora cayetanensis
S_TX005_18	Cyclospora cayetanensis
SNY10201_22	Cyclospora cayetanensis
SNY10211_20	Cyclospora cayetanensis
SNY10431_20	Cyclospora cayetanensis
SNY10521_19	Cyclospora cayetanensis
STN10111_21	Cyclospora cayetanensis
STN10131_21	Cyclospora cayetanensis
STN10141_21	Cyclospora cayetanensis
STN10161_21	Cyclospora cayetanensis
STN10171_21	Cyclospora cayetanensis
STN10181_21	Cyclospora cayetanensis
STX10131_20	Cyclospora cayetanensis
STX10301_20	Cyclospora cayetanensis
STX10671_20	Cyclospora cayetanensis
STX10801_20	Cyclospora cayetanensis
STX10991_20	Cyclospora cayetanensis
STX11161_20	Cyclospora cayetanensis
SWI10401_22	Cyclospora cayetanensis
C_IA070_18	Cyclospora cayetanensis
C_IL014_18	Cyclospora cayetanensis
C_IL043_18	Cyclospora cayetanensis
C_IL078_18	Cyclospora cayetanensis
C_IL168_18	Cyclospora cayetanensis
C_IL170_18	Cyclospora cayetanensis
C_IL189_18	Cyclospora cayetanensis
C_IL199_18	Cyclospora cayetanensis
C_OH001_18	Cyclospora cayetanensis
C_OH004_18	Cyclospora cayetanensis
C_WI257_18	Cyclospora cayetanensis
CIA10302_18	Cyclospora cayetanensis
CNE51831_16	Cyclospora cayetanensis
S_MN032_18	Cyclospora cayetanensis
S_TX066_18	Cyclospora cayetanensis
SNY10021_19	Cyclospora cayetanensis
SNY10061_19	Cyclospora cayetanensis
SNY10071_19	Cyclospora cayetanensis
SNY10491_22	Cyclospora cayetanensis
SNY10971_19	Cyclospora cayetanensis
STX10011_19	Cyclospora cayetanensis
STX10041_19	Cyclospora cayetanensis
STX10301_19	Cyclospora cayetanensis
SWI10101_22	Cyclospora cayetanensis
C_IA039_18	Cyclospora cayetanensis
C_IA040_18	Cyclospora cayetanensis
C_IA048_18	Cyclospora cayetanensis
C_IA052_18	Cyclospora cayetanensis
C_IA058_18	Cyclospora cayetanensis
C_IA062_18	Cyclospora cayetanensis
C_IA064_18	Cyclospora cayetanensis
C_IA068_18	Cyclospora cayetanensis
C_IA069_18	Cyclospora cayetanensis
C_IA075_18	Cyclospora cayetanensis
C_IA076_18	Cyclospora cayetanensis
C_IA077_18	Cyclospora cayetanensis
C_IA078_18	Cyclospora cayetanensis
