Seq_ID	Species
C_IA082_18	Cyclospora cayetanensis
C_IA083_18	Cyclospora cayetanensis
C_IA087_18	Cyclospora cayetanensis
C_IA091_18	Cyclospora cayetanensis
C_IA092_18	Cyclospora cayetanensis
C_IA093_18	Cyclospora cayetanensis
C_IA094_18	Cyclospora cayetanensis
C_IA102_18	Cyclospora cayetanensis
C_IA104_18	Cyclospora cayetanensis
C_IA107_18	Cyclospora cayetanensis
C_IA110_18	Cyclospora cayetanensis
C_IA111_18	Cyclospora cayetanensis
C_IL013_18	Cyclospora cayetanensis
C_IL018_18	Cyclospora cayetanensis
C_IL019_18	Cyclospora cayetanensis
C_IL020_18	Cyclospora cayetanensis
C_IL022_18	Cyclospora cayetanensis
C_IL023_18	Cyclospora cayetanensis
C_IL024_18	Cyclospora cayetanensis
C_IL025_18	Cyclospora cayetanensis
C_IL031_18	Cyclospora cayetanensis
C_IL032_18	Cyclospora cayetanensis
C_IL033_18	Cyclospora cayetanensis
C_IL034_18	Cyclospora cayetanensis
C_IL036_18	Cyclospora cayetanensis
C_IL037_18	Cyclospora cayetanensis
C_IL039_18	Cyclospora cayetanensis
C_IL040_18	Cyclospora cayetanensis
C_IL042_18	Cyclospora cayetanensis
C_IL046_18	Cyclospora cayetanensis
C_IL047_18	Cyclospora cayetanensis
C_IL048_18	Cyclospora cayetanensis
C_IL049_18	Cyclospora cayetanensis
C_IL050_18	Cyclospora cayetanensis
C_IL054_18	Cyclospora cayetanensis
C_IL055_18	Cyclospora cayetanensis
C_IL056_18	Cyclospora cayetanensis
C_IL058_18	Cyclospora cayetanensis
C_IL060_18	Cyclospora cayetanensis
C_IL062_18	Cyclospora cayetanensis
C_IL065_18	Cyclospora cayetanensis
C_IL066_18	Cyclospora cayetanensis
C_IL067_18	Cyclospora cayetanensis
C_IL071_18	Cyclospora cayetanensis
C_IL072_18	Cyclospora cayetanensis
C_IL076_18	Cyclospora cayetanensis
C_IL077_18	Cyclospora cayetanensis
C_IL079_18	Cyclospora cayetanensis
C_IL080_18	Cyclospora cayetanensis
C_IL086_18	Cyclospora cayetanensis
C_IL087_18	Cyclospora cayetanensis
C_IL099_18	Cyclospora cayetanensis
C_IL119_18	Cyclospora cayetanensis
C_IL126_18	Cyclospora cayetanensis
C_MO003_18	Cyclospora cayetanensis
C_OH003_18	Cyclospora cayetanensis
C_OH014_18	Cyclospora cayetanensis
C_WI187_18	Cyclospora cayetanensis
C_WI194_18	Cyclospora cayetanensis
C_WI197_18	Cyclospora cayetanensis
C_WI198_18	Cyclospora cayetanensis
C_WI208_18	Cyclospora cayetanensis
S_MN020_18	Cyclospora cayetanensis
S_MN023_18	Cyclospora cayetanensis
CMI10011_22	Cyclospora cayetanensis
CMI10041_22	Cyclospora cayetanensis
INL10021_22	Cyclospora cayetanensis
INL10041_22	Cyclospora cayetanensis
STN10031_21	Cyclospora cayetanensis
STN10231_21	Cyclospora cayetanensis
STN10241_21	Cyclospora cayetanensis
STN10261_21	Cyclospora cayetanensis
STX10811_22	Cyclospora cayetanensis
CMA10911_19	Cyclospora ashfordi
CAZ10031_22	Cyclospora ashfordi
CAZ10121_22	Cyclospora ashfordi
CGA10941_22	Cyclospora ashfordi
CGA11341_22	Cyclospora ashfordi
CIA10061_22	Cyclospora ashfordi
CMA10221_19	Cyclospora ashfordi
CMN10191_22	Cyclospora ashfordi
ION10261_22	Cyclospora ashfordi
S_TX042_18	Cyclospora ashfordi
SNY10281_20	Cyclospora ashfordi
SNY10351_22	Cyclospora ashfordi
SNY10401_19	Cyclospora ashfordi
SNY10421_22	Cyclospora ashfordi
SNY10731_22	Cyclospora ashfordi
SNY10881_22	Cyclospora ashfordi
SNY11691_22	Cyclospora ashfordi
SNY12001_22	Cyclospora ashfordi
SNY12201_22	Cyclospora ashfordi
SNY12211_22	Cyclospora ashfordi
SNY12221_22	Cyclospora ashfordi
STX10341_19	Cyclospora ashfordi
STX10752_22	Cyclospora ashfordi
STX10861_20	Cyclospora ashfordi
SWI10391_22	Cyclospora ashfordi
CFL10191_22	Cyclospora ashfordi
CFL10211_22	Cyclospora ashfordi
CFL10251_22	Cyclospora ashfordi
CFL10331_22	Cyclospora ashfordi
CFL10401_22	Cyclospora ashfordi
CFL10421_22	Cyclospora ashfordi
CFL10431_22	Cyclospora ashfordi
CFL10501_22	Cyclospora ashfordi
CFL10511_22	Cyclospora ashfordi
CFL10531_22	Cyclospora ashfordi
CFL10561_22	Cyclospora ashfordi
CFL10671_22	Cyclospora ashfordi
CFL10731_22	Cyclospora ashfordi
CFL10821_22	Cyclospora ashfordi
CFL10881_22	Cyclospora ashfordi
CFL10911_22	Cyclospora ashfordi
CFL10921_22	Cyclospora ashfordi
CFL10991_22	Cyclospora ashfordi
CFL11051_22	Cyclospora ashfordi
CFL11071_22	Cyclospora ashfordi
CFL11091_22	Cyclospora ashfordi
CFL11101_22	Cyclospora ashfordi
CFL11111_22	Cyclospora ashfordi
CFL11171_22	Cyclospora ashfordi
CFL11211_22	Cyclospora ashfordi
CFL11261_22	Cyclospora ashfordi
CFL11271_22	Cyclospora ashfordi
CFL11291_22	Cyclospora ashfordi
CFL11541_22	Cyclospora ashfordi
CFL11571_22	Cyclospora ashfordi
CFL11581_22	Cyclospora ashfordi
CFL11631_22	Cyclospora ashfordi
CFL11681_22	Cyclospora ashfordi
CFL11881_22	Cyclospora ashfordi
CFL11891_22	Cyclospora ashfordi
CFL11991_22	Cyclospora ashfordi
CFL12011_22	Cyclospora ashfordi
CFL12041_22	Cyclospora ashfordi
CFL12141_22	Cyclospora ashfordi
CFL12201_22	Cyclospora ashfordi
CFL12331_22	Cyclospora ashfordi
CFL12591_22	Cyclospora ashfordi
CIL10021_22	Cyclospora ashfordi
CIL10031_22	Cyclospora ashfordi
CIL10041_22	Cyclospora ashfordi
CFL10321_22	Cyclospora ashfordi
CFL10411_22	Cyclospora ashfordi
CFL10521_22	Cyclospora ashfordi
CFL10591_22	Cyclospora ashfordi
CFL10661_22	Cyclospora ashfordi
CFL10721_22	Cyclospora ashfordi
CFL10751_22	Cyclospora ashfordi
CFL10761_22	Cyclospora ashfordi
CFL10771_22	Cyclospora ashfordi
CFL10801_22	Cyclospora ashfordi
CFL10841_22	Cyclospora ashfordi
CFL10931_22	Cyclospora ashfordi
CFL11061_22	Cyclospora ashfordi
CFL11141_22	Cyclospora ashfordi
CFL11201_22	Cyclospora ashfordi
CFL11251_22	Cyclospora ashfordi
CFL11441_22	Cyclospora ashfordi
CFL11641_22	Cyclospora ashfordi
CFL11741_22	Cyclospora ashfordi
CFL11771_22	Cyclospora ashfordi
CFL11911_22	Cyclospora ashfordi
CFL12071_22	Cyclospora ashfordi
CFL12241_22	Cyclospora ashfordi
CFL12321_22	Cyclospora ashfordi
CFL12391_22	Cyclospora ashfordi
CFL12561_22	Cyclospora ashfordi
STN10031_22	Cyclospora ashfordi
STN10011_22	Cyclospora ashfordi
STN10071_22	Cyclospora ashfordi
STN10121_22	Cyclospora ashfordi
CMI10041_19	Cyclospora ashfordi
CMI10051_19	Cyclospora ashfordi
CMI10061_19	Cyclospora ashfordi
CMI10071_19	Cyclospora ashfordi
CMI10091_19	Cyclospora ashfordi
CMI10111_19	Cyclospora ashfordi
CMI10121_19	Cyclospora ashfordi
CMI10341_19	Cyclospora ashfordi
CMI10351_19	Cyclospora ashfordi
CMI10361_19	Cyclospora ashfordi
CMI10391_19	Cyclospora ashfordi
CMI10531_19	Cyclospora ashfordi
SNY11231_20	Cyclospora ashfordi
SNY11301_20	Cyclospora ashfordi
SNY11421_20	Cyclospora ashfordi
SNY11431_20	Cyclospora ashfordi
C_IA016_18	Cyclospora ashfordi
C_IL053_18	Cyclospora ashfordi
C_IL063_18	Cyclospora ashfordi
C_IL075_18	Cyclospora ashfordi
CAZ10111_22	Cyclospora ashfordi
CCA10021_22	Cyclospora ashfordi
CCA10241_22	Cyclospora ashfordi
CCA10271_22	Cyclospora ashfordi
CFL10151_22	Cyclospora ashfordi
CFL10171_22	Cyclospora ashfordi
CFL10221_22	Cyclospora ashfordi
CFL10231_20	Cyclospora ashfordi
CFL10351_20	Cyclospora ashfordi
CFL10371_20	Cyclospora ashfordi
CFL10371_22	Cyclospora ashfordi
CFL10381_22	Cyclospora ashfordi
CFL10411_20	Cyclospora ashfordi
CFL10411_21	Cyclospora ashfordi
CFL10421_20	Cyclospora ashfordi
CFL10441_22	Cyclospora ashfordi
CFL10451_20	Cyclospora ashfordi
CFL10451_22	Cyclospora ashfordi
CFL10471_20	Cyclospora ashfordi
CFL10481_20	Cyclospora ashfordi
CFL10481_22	Cyclospora ashfordi
CFL10491_22	Cyclospora ashfordi
CFL10541_22	Cyclospora ashfordi
CFL10571_22	Cyclospora ashfordi
CFL10611_22	Cyclospora ashfordi
CFL10621_22	Cyclospora ashfordi
CFL10651_22	Cyclospora ashfordi
CFL10671_20	Cyclospora ashfordi
CFL10701_22	Cyclospora ashfordi
CFL10711_22	Cyclospora ashfordi
CFL10721_20	Cyclospora ashfordi
CFL10741_20	Cyclospora ashfordi
CFL10741_22	Cyclospora ashfordi
CFL10791_20	Cyclospora ashfordi
CFL10791_22	Cyclospora ashfordi
CFL10801_20	Cyclospora ashfordi
CFL10811_20	Cyclospora ashfordi
CFL10821_20	Cyclospora ashfordi
CFL10831_20	Cyclospora ashfordi
CFL10841_20	Cyclospora ashfordi
CFL10871_20	Cyclospora ashfordi
CFL10871_22	Cyclospora ashfordi
CFL10881_20	Cyclospora ashfordi
CFL10891_20	Cyclospora ashfordi
CFL10901_22	Cyclospora ashfordi
CFL10921_20	Cyclospora ashfordi
CFL10922_20	Cyclospora ashfordi
CFL10952_20	Cyclospora ashfordi
CFL10962_20	Cyclospora ashfordi
CFL10971_20	Cyclospora ashfordi
CFL10972_20	Cyclospora ashfordi
CFL10981_22	Cyclospora ashfordi
CFL11001_22	Cyclospora ashfordi
CFL11011_22	Cyclospora ashfordi
CFL11121_22	Cyclospora ashfordi
CFL11131_22	Cyclospora ashfordi
CFL11161_22	Cyclospora ashfordi
CFL11181_22	Cyclospora ashfordi
CFL11221_22	Cyclospora ashfordi
CFL11231_22	Cyclospora ashfordi
CFL11241_22	Cyclospora ashfordi
CFL11281_22	Cyclospora ashfordi
CFL11301_22	Cyclospora ashfordi
CFL11311_22	Cyclospora ashfordi
CFL11341_22	Cyclospora ashfordi
CFL11351_22	Cyclospora ashfordi
CFL11371_22	Cyclospora ashfordi
CFL11381_22	Cyclospora ashfordi
CFL11391_22	Cyclospora ashfordi
CFL11401_22	Cyclospora ashfordi
CFL11411_22	Cyclospora ashfordi
CFL11461_22	Cyclospora ashfordi
CFL11471_22	Cyclospora ashfordi
CFL11481_22	Cyclospora ashfordi
CFL11531_22	Cyclospora ashfordi
CFL11551_22	Cyclospora ashfordi
CFL11601_22	Cyclospora ashfordi
CFL11611_22	Cyclospora ashfordi
CFL11661_22	Cyclospora ashfordi
CFL11691_22	Cyclospora ashfordi
CFL11701_22	Cyclospora ashfordi
CFL11711_22	Cyclospora ashfordi
CFL11731_22	Cyclospora ashfordi
CFL11761_22	Cyclospora ashfordi
CFL11801_22	Cyclospora ashfordi
CFL11841_22	Cyclospora ashfordi
CFL11851_22	Cyclospora ashfordi
CFL11861_22	Cyclospora ashfordi
CFL11871_22	Cyclospora ashfordi
CFL11931_22	Cyclospora ashfordi
CFL11941_22	Cyclospora ashfordi
CFL11951_22	Cyclospora ashfordi
CFL11961_22	Cyclospora ashfordi
CFL12021_22	Cyclospora ashfordi
CFL12081_22	Cyclospora ashfordi
CFL12121_22	Cyclospora ashfordi
CFL12131_22	Cyclospora ashfordi
CFL12151_22	Cyclospora ashfordi
CFL12161_22	Cyclospora ashfordi
CFL12181_22	Cyclospora ashfordi
CFL12211_22	Cyclospora ashfordi
CFL12221_22	Cyclospora ashfordi
CFL12251_22	Cyclospora ashfordi
CFL12281_22	Cyclospora ashfordi
CFL12291_22	Cyclospora ashfordi
CFL12301_22	Cyclospora ashfordi
CFL12341_22	Cyclospora ashfordi
CFL12351_22	Cyclospora ashfordi
CFL12361_22	Cyclospora ashfordi
CFL12411_22	Cyclospora ashfordi
CFL12431_22	Cyclospora ashfordi
CFL12461_22	Cyclospora ashfordi
CFL12501_22	Cyclospora ashfordi
CFL12511_22	Cyclospora ashfordi
CFL12631_22	Cyclospora ashfordi
CFL12641_22	Cyclospora ashfordi
CFL12711_22	Cyclospora ashfordi
CFL12731_22	Cyclospora ashfordi
CFL12751_22	Cyclospora ashfordi
CFL12761_22	Cyclospora ashfordi
CGA10071_22	Cyclospora ashfordi
CGA10191_22	Cyclospora ashfordi
CGA10201_22	Cyclospora ashfordi
CGA10211_22	Cyclospora ashfordi
CGA10231_20	Cyclospora ashfordi
CGA10241_22	Cyclospora ashfordi
CGA10251_22	Cyclospora ashfordi
CGA10271_22	Cyclospora ashfordi
CGA10281_22	Cyclospora ashfordi
CGA10291_22	Cyclospora ashfordi
CGA10331_22	Cyclospora ashfordi
CGA10341_22	Cyclospora ashfordi
CGA10361_22	Cyclospora ashfordi
CGA10371_22	Cyclospora ashfordi
CGA10381_22	Cyclospora ashfordi
CGA10451_20	Cyclospora ashfordi
CGA10561_22	Cyclospora ashfordi
CGA10681_22	Cyclospora ashfordi
CGA10761_22	Cyclospora ashfordi
CGA10771_22	Cyclospora ashfordi
CGA10781_22	Cyclospora ashfordi
CGA10811_22	Cyclospora ashfordi
CGA10861_22	Cyclospora ashfordi
CGA10901_22	Cyclospora ashfordi
CGA10921_22	Cyclospora ashfordi
CGA10951_22	Cyclospora ashfordi
CGA10961_22	Cyclospora ashfordi
CGA10971_22	Cyclospora ashfordi
CGA10991_22	Cyclospora ashfordi
CGA11021_22	Cyclospora ashfordi
CGA11041_22	Cyclospora ashfordi
CGA11111_22	Cyclospora ashfordi
CGA11141_22	Cyclospora ashfordi
CGA11171_22	Cyclospora ashfordi
CGA11221_22	Cyclospora ashfordi
CGA11411_22	Cyclospora ashfordi
CIA10831_20	Cyclospora ashfordi
CIL10111_19	Cyclospora ashfordi
CIL10121_19	Cyclospora ashfordi
CIL10211_22	Cyclospora ashfordi
CIL10461_20	Cyclospora ashfordi
CIL10671_20	Cyclospora ashfordi
CIL10691_20	Cyclospora ashfordi
CIL10751_20	Cyclospora ashfordi
CIL10841_20	Cyclospora ashfordi
CIL10982_20	Cyclospora ashfordi
CIL11081_20	Cyclospora ashfordi
CIN10091_21	Cyclospora ashfordi
CMA10931_19	Cyclospora ashfordi
CMI10211_19	Cyclospora ashfordi
CMI10221_19	Cyclospora ashfordi
CMI10241_22	Cyclospora ashfordi
CMN10071_22	Cyclospora ashfordi
CMN10101_22	Cyclospora ashfordi
CMN10131_22	Cyclospora ashfordi
CMN10201_22	Cyclospora ashfordi
CMN10861_20	Cyclospora ashfordi
CNE10661_20	Cyclospora ashfordi
CSC10031_22	Cyclospora ashfordi
CSC10041_22	Cyclospora ashfordi
CSC10051_22	Cyclospora ashfordi
CSC10061_22	Cyclospora ashfordi
CSC10071_22	Cyclospora ashfordi
CSC10081_22	Cyclospora ashfordi
CSC10091_22	Cyclospora ashfordi
CSC10101_22	Cyclospora ashfordi
CSC10131_22	Cyclospora ashfordi
CSC10141_22	Cyclospora ashfordi
CSC10151_22	Cyclospora ashfordi
CSC10161_22	Cyclospora ashfordi
CSC10191_22	Cyclospora ashfordi
CSC10211_22	Cyclospora ashfordi
CTX04741_16	Cyclospora ashfordi
CTX63541_15	Cyclospora ashfordi
CUK10061_16	Cyclospora ashfordi
CUK10081_17	Cyclospora ashfordi
CUK10131_16	Cyclospora ashfordi
CUK10141_16	Cyclospora ashfordi
CUK10191_16	Cyclospora ashfordi
CVA10101_19	Cyclospora ashfordi
CWI10101_19	Cyclospora ashfordi
CWI10271_20	Cyclospora ashfordi
CWI10281_20	Cyclospora ashfordi
CWI10341_20	Cyclospora ashfordi
ION10051_18	Cyclospora ashfordi
ION10181_22	Cyclospora ashfordi
ION10211_22	Cyclospora ashfordi
ION10281_22	Cyclospora ashfordi
IQC10081_22	Cyclospora ashfordi
IQC10111_22	Cyclospora ashfordi
IQC10132_22	Cyclospora ashfordi
IQC10162_22	Cyclospora ashfordi
IQC10231_22	Cyclospora ashfordi
IQC10411_22	Cyclospora ashfordi
IQC10491_22	Cyclospora ashfordi
IQC10501_22	Cyclospora ashfordi
IQC10561_22	Cyclospora ashfordi
S_MN030_18	Cyclospora ashfordi
S_NY031_18	Cyclospora ashfordi
S_NY040_18	Cyclospora ashfordi
S_NY062_18	Cyclospora ashfordi
S_NY063_18	Cyclospora ashfordi
S_NY074_18	Cyclospora ashfordi
S_NY084_18	Cyclospora ashfordi
S_TX001_18	Cyclospora ashfordi
S_TX004_17	Cyclospora ashfordi
S_TX004_18	Cyclospora ashfordi
S_TX015_18	Cyclospora ashfordi
S_TX092_18	Cyclospora ashfordi
SMN10361_19	Cyclospora ashfordi
SNY10041_20	Cyclospora ashfordi
SNY10141_22	Cyclospora ashfordi
SNY10191_22	Cyclospora ashfordi
SNY10331_19	Cyclospora ashfordi
SNY10331_22	Cyclospora ashfordi
SNY10401_22	Cyclospora ashfordi
SNY10501_19	Cyclospora ashfordi
SNY10751_19	Cyclospora ashfordi
SNY10781_22	Cyclospora ashfordi
SNY10811_22	Cyclospora ashfordi
SNY10891_22	Cyclospora ashfordi
SNY10981_19	Cyclospora ashfordi
SNY10991_22	Cyclospora ashfordi
SNY11091_20	Cyclospora ashfordi
SNY11111_22	Cyclospora ashfordi
SNY11141_19	Cyclospora ashfordi
SNY11211_19	Cyclospora ashfordi
SNY11261_22	Cyclospora ashfordi
SNY11271_22	Cyclospora ashfordi
SNY11281_20	Cyclospora ashfordi
SNY11331_22	Cyclospora ashfordi
SNY11361_22	Cyclospora ashfordi
SNY11381_20	Cyclospora ashfordi
SNY11391_20	Cyclospora ashfordi
SNY11391_22	Cyclospora ashfordi
SNY11421_22	Cyclospora ashfordi
SNY11461_22	Cyclospora ashfordi
SNY11481_19	Cyclospora ashfordi
SNY11501_20	Cyclospora ashfordi
SNY11501_22	Cyclospora ashfordi
SNY11511_22	Cyclospora ashfordi
SNY11531_22	Cyclospora ashfordi
SNY11541_20	Cyclospora ashfordi
SNY11541_22	Cyclospora ashfordi
SNY11591_20	Cyclospora ashfordi
SNY11601_19	Cyclospora ashfordi
SNY11601_22	Cyclospora ashfordi
SNY11611_20	Cyclospora ashfordi
SNY11611_22	Cyclospora ashfordi
SNY11621_19	Cyclospora ashfordi
SNY11621_20	Cyclospora ashfordi
SNY11651_22	Cyclospora ashfordi
SNY11661_22	Cyclospora ashfordi
SNY11721_20	Cyclospora ashfordi
SNY11731_20	Cyclospora ashfordi
SNY11811_22	Cyclospora ashfordi
SNY11821_22	Cyclospora ashfordi
SNY11841_19	Cyclospora ashfordi
SNY11901_22	Cyclospora ashfordi
SNY11931_22	Cyclospora ashfordi
SNY11951_22	Cyclospora ashfordi
SNY12021_22	Cyclospora ashfordi
SNY12081_22	Cyclospora ashfordi
SNY12121_22	Cyclospora ashfordi
SNY12151_22	Cyclospora ashfordi
SNY12631_19	Cyclospora ashfordi
SNY13571_19	Cyclospora ashfordi
STN10131_22	Cyclospora ashfordi
STX10022_20	Cyclospora ashfordi
STX10031_20	Cyclospora ashfordi
STX10101_19	Cyclospora ashfordi
STX10181_20	Cyclospora ashfordi
STX10321_20	Cyclospora ashfordi
STX10411_20	Cyclospora ashfordi
STX10481_20	Cyclospora ashfordi
STX10501_22	Cyclospora ashfordi
STX10581_20	Cyclospora ashfordi
STX10661_22	Cyclospora ashfordi
STX10662_22	Cyclospora ashfordi
STX10701_20	Cyclospora ashfordi
STX10761_20	Cyclospora ashfordi
STX10791_20	Cyclospora ashfordi
STX10831_20	Cyclospora ashfordi
STX10851_20	Cyclospora ashfordi
STX10881_22	Cyclospora ashfordi
STX10911_22	Cyclospora ashfordi
STX10941_20	Cyclospora ashfordi
STX10951_22	Cyclospora ashfordi
STX10961_22	Cyclospora ashfordi
STX11061_19	Cyclospora ashfordi
STX11081_20	Cyclospora ashfordi
STX11091_20	Cyclospora ashfordi
STX11121_20	Cyclospora ashfordi
STX11171_20	Cyclospora ashfordi
STX11261_20	Cyclospora ashfordi
STX11351_19	Cyclospora ashfordi
STX11371_19	Cyclospora ashfordi
STX11641_19	Cyclospora ashfordi
STX11651_19	Cyclospora ashfordi
STX11661_19	Cyclospora ashfordi
STX11761_20	Cyclospora ashfordi
STX11891_20	Cyclospora ashfordi
STX11931_19	Cyclospora ashfordi
STX12331_19	Cyclospora ashfordi
STX12341_19	Cyclospora ashfordi
STX12351_19	Cyclospora ashfordi
STX12371_19	Cyclospora ashfordi
STX12381_19	Cyclospora ashfordi
STX12421_19	Cyclospora ashfordi
SWI10041_22	Cyclospora ashfordi
SWI10321_22	Cyclospora ashfordi
SWI10381_22	Cyclospora ashfordi
COH10041_19	Cyclospora ashfordi
CMA10331_19	Cyclospora ashfordi
CMA10471_19	Cyclospora ashfordi
CMA10481_19	Cyclospora ashfordi
C_CA015_18	Cyclospora ashfordi
CAZ10141_22	Cyclospora ashfordi
CFL10431_20	Cyclospora ashfordi
CIL10781_20	Cyclospora ashfordi
CUK10011_17	Cyclospora ashfordi
ION10111_18	Cyclospora ashfordi
SNY10341_19	Cyclospora ashfordi
SNY10361_19	Cyclospora ashfordi
SNY11211_22	Cyclospora ashfordi
SNY11351_20	Cyclospora ashfordi
STX10401_19	Cyclospora ashfordi
CMI10021_19	Cyclospora ashfordi
SNY10641_19	Cyclospora ashfordi
SNY11011_19	Cyclospora ashfordi
SNY11071_19	Cyclospora ashfordi
SNY11081_19	Cyclospora ashfordi
SNY11241_19	Cyclospora ashfordi
SNY11251_19	Cyclospora ashfordi
CCA10041_22	Cyclospora ashfordi
CCA10081_22	Cyclospora ashfordi
CFL10141_20	Cyclospora ashfordi
CFL10161_20	Cyclospora ashfordi
CFL10181_20	Cyclospora ashfordi
CFL10201_20	Cyclospora ashfordi
CFL10221_20	Cyclospora ashfordi
CFL10241_20	Cyclospora ashfordi
CFL10251_20	Cyclospora ashfordi
CFL10271_20	Cyclospora ashfordi
CFL10331_20	Cyclospora ashfordi
CFL10341_20	Cyclospora ashfordi
CFL10361_20	Cyclospora ashfordi
CFL10381_20	Cyclospora ashfordi
CFL10391_20	Cyclospora ashfordi
CFL10491_20	Cyclospora ashfordi
CFL10582_20	Cyclospora ashfordi
CFL10701_20	Cyclospora ashfordi
CFL10731_20	Cyclospora ashfordi
CFL10751_20	Cyclospora ashfordi
CFL10971_22	Cyclospora ashfordi
CFL11821_22	Cyclospora ashfordi
CGA10201_20	Cyclospora ashfordi
CIL10201_22	Cyclospora ashfordi
CIL10251_22	Cyclospora ashfordi
CKS10061_20	Cyclospora ashfordi
CMN10251_22	Cyclospora ashfordi
CUK10071_17	Cyclospora ashfordi
INL10012_22	Cyclospora ashfordi
IQC10341_22	Cyclospora ashfordi
SNY10051_20	Cyclospora ashfordi
SNY10321_22	Cyclospora ashfordi
SNY10381_22	Cyclospora ashfordi
SNY10741_19	Cyclospora ashfordi
SNY11201_19	Cyclospora ashfordi
SNY11321_19	Cyclospora ashfordi
SNY11371_20	Cyclospora ashfordi
SNY11491_19	Cyclospora ashfordi
SNY12701_19	Cyclospora ashfordi
STN10041_22	Cyclospora ashfordi
STN10082_21	Cyclospora ashfordi
STN10252_21	Cyclospora ashfordi
STX10201_22	Cyclospora ashfordi
STX10291_19	Cyclospora ashfordi
STX10351_20	Cyclospora ashfordi
STX10371_19	Cyclospora ashfordi
STX10391_19	Cyclospora ashfordi
STX10611_20	Cyclospora ashfordi
STX10621_20	Cyclospora ashfordi
STX10661_20	Cyclospora ashfordi
STX10761_19	Cyclospora ashfordi
STX10821_19	Cyclospora ashfordi
STX10841_20	Cyclospora ashfordi
STX10861_19	Cyclospora ashfordi
STX10921_20	Cyclospora ashfordi
STX10951_20	Cyclospora ashfordi
STX11001_20	Cyclospora ashfordi
STX11021_20	Cyclospora ashfordi
STX11111_20	Cyclospora ashfordi
STX11321_20	Cyclospora ashfordi
STX11481_20	Cyclospora ashfordi
STX12251_19	Cyclospora ashfordi
SWI10311_22	Cyclospora ashfordi
C_IA176_18	Cyclospora ashfordi
C_WI182_18	Cyclospora ashfordi
CCA10131_22	Cyclospora ashfordi
CFL10281_21	Cyclospora ashfordi
CFL10721_21	Cyclospora ashfordi
CFL10831_21	Cyclospora ashfordi
CFL10851_21	Cyclospora ashfordi
CFL10861_21	Cyclospora ashfordi
CFL10901_21	Cyclospora ashfordi
CFL10911_21	Cyclospora ashfordi
CFL10931_21	Cyclospora ashfordi
CFL11111_21	Cyclospora ashfordi
CFL11161_21	Cyclospora ashfordi
CFL11171_21	Cyclospora ashfordi
CGA10301_21	Cyclospora ashfordi
CMI10091_22	Cyclospora ashfordi
CTX55442_15	Cyclospora ashfordi
CUK10051_16	Cyclospora ashfordi
IBC10041_22	Cyclospora ashfordi
ION10231_22	Cyclospora ashfordi
IQC10291_22	Cyclospora ashfordi
IQC10331_22	Cyclospora ashfordi
S_NY069_18	Cyclospora ashfordi
S_NY081_18	Cyclospora ashfordi
S_TX007_18	Cyclospora ashfordi
SNY10531_22	Cyclospora ashfordi
SNY10561_22	Cyclospora ashfordi
SNY10701_20	Cyclospora ashfordi
SNY10991_19	Cyclospora ashfordi
SNY11001_22	Cyclospora ashfordi
SNY11271_20	Cyclospora ashfordi
SNY11361_20	Cyclospora ashfordi
SNY11641_22	Cyclospora ashfordi
SNY11772_19	Cyclospora ashfordi
SNY11861_19	Cyclospora ashfordi
SNY13601_19	Cyclospora ashfordi
STN10021_22	Cyclospora ashfordi
STX10931_22	Cyclospora ashfordi
SWI10421_22	Cyclospora ashfordi
C_CA018_18	Cyclospora ashfordi
C_CA023_18	Cyclospora ashfordi
C_WI113_18	Cyclospora ashfordi
CCA10151_22	Cyclospora ashfordi
CFL12601_22	Cyclospora ashfordi
CFL12661_22	Cyclospora ashfordi
CIL10801_20	Cyclospora ashfordi
CTX55381_15	Cyclospora ashfordi
CUK10091_16	Cyclospora ashfordi
ION10032_22	Cyclospora ashfordi
IQC10181_22	Cyclospora ashfordi
IQC10211_22	Cyclospora ashfordi
IQC10221_22	Cyclospora ashfordi
S_TX101_18	Cyclospora ashfordi
SNY10031_19	Cyclospora ashfordi
SNY10101_22	Cyclospora ashfordi
STX10021_19	Cyclospora ashfordi
STX10771_19	Cyclospora ashfordi
CMI10031_19	Cyclospora ashfordi
CMI10081_19	Cyclospora ashfordi
CMI10141_19	Cyclospora ashfordi
C_IA017_18	Cyclospora ashfordi
CCA10211_22	Cyclospora ashfordi
CFL12061_22	Cyclospora ashfordi
CFL12701_22	Cyclospora ashfordi
SNY10541_22	Cyclospora ashfordi
SNY13541_19	Cyclospora ashfordi
STX10732_22	Cyclospora ashfordi
STX10241_22	Cyclospora ashfordi
CMI10011_19	Cyclospora ashfordi
CCA10221_22	Cyclospora ashfordi
CFL10941_22	Cyclospora ashfordi
CGA10541_22	Cyclospora ashfordi
CGA11241_22	Cyclospora ashfordi
CIN10021_22	Cyclospora ashfordi
CIN10061_22	Cyclospora ashfordi
IQC10271_22	Cyclospora ashfordi
IQC10521_22	Cyclospora ashfordi
STX10731_22	Cyclospora ashfordi
STX10991_22	Cyclospora ashfordi
STX11501_19	Cyclospora ashfordi
SNY10881_19	Cyclospora ashfordi
CFL10071_19	Cyclospora ashfordi
CNJ10081_19	Cyclospora ashfordi
COH10061_19	Cyclospora ashfordi
COH10151_19	Cyclospora ashfordi
CWI10141_19	Cyclospora ashfordi
SMN10121_19	Cyclospora ashfordi
SMN10221_19	Cyclospora ashfordi
SNY11181_19	Cyclospora ashfordi
SNY11881_19	Cyclospora ashfordi
